Age,Gender,CivilStatus,Nationality,Education,StayLength,Industry,Tenure,Role,Income,POS_Recog_1,POS_Recog_2,POS_Recog_3,POS_Recog_4,POS_Recog_5,POS_Sup_1,POS_Sup_2,POS_Sup_3,POS_Sup_4,POS_Sup_5,POS_Cond_1,POS_Cond_2,POS_Cond_3,POS_Cond_4,POS_Cond_5,POS_Fair_1,POS_Fair_2,POS_Fair_3,POS_Fair_4,POS_Fair_5,ES_Int_1,ES_Int_2,ES_Int_3,ES_Int_4,ES_Int_5,ES_Ext_1,ES_Ext_2,ES_Ext_3,ES_Ext_4,ES_Ext_5,POS_Recog_Mean,POS_Sup_Mean,POS_Cond_Mean,POS_Fair_Mean,ES_Int_Mean,ES_Ext_Mean,POS_Total_Mean,ES_Total_Mean,POS_Group
Female,Single,Perú ,Bachelor's Degree,3 - 4 years,Business / Finance,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Above $5,000",Strongly Agree,4,4,4,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,4,3,4,5,4,4,5,5,5,5,5,,4.4,4.2,4.6,3.8,4.4,5.0,4.25,4.666666666666667,High Support
Female,Married,Filipino / Philippines,Master's Degree,1 - 2 years,Business / Finance,2 -3 years,"Senior/Middle Management (Supervisor, Manager)","Above $5,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Male,Married,Filipino / Philippines,Bachelor's Degree,5 years and above,Information Technology,4 years and above,"Workforce (Staff, Member, Worker, Entry-Level)","Above $5,000",Agree,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,3,4,3,4,3,3,3,,3.8,4.0,4.0,3.4,3.6,3.25,3.8,3.4444444444444446,Moderate Support
Female,Single,Indian / India,Master's Degree,Less than 1 year,Hospitality / Tourism,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Strongly Agree,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Support
Female,Married,Filipino / Philippines,Master's Degree,Less than 1 year,Healthcare,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,4,4,4,4,4,4,,3.6,4.0,4.0,3.4,3.2,4.0,3.75,3.5555555555555554,Moderate Support
Female,Married,TAIWAN,Bachelor's Degree,1 - 2 years,Business / Finance,2 -3 years,"Senior/Middle Management (Supervisor, Manager)","$3,001 - $4,000",Agree,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Moderate Support
Female,Married,Sri Lankan / Sri Lanka,Master's Degree,Less than 1 year,Others (please specify),Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,2,4,2,2,3,2,5,4,4,3,4,4,4,3,4,2,2,3,3,4,3,3,4,4,3,1,1,2,3,,2.6,3.6,3.8,2.8,3.4,1.75,3.2,2.6666666666666665,Low Support
Female,Single,Nepal,Master's Degree,1 - 2 years,Healthcare,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Agree,4,3,4,4,3,3,3,3,4,4,3,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,,3.6,3.4,3.2,3.4,4.0,4.0,3.4,4.0,Low Support
Female,Married,Indian / India,Master's Degree,Less than 1 year,Hospitality / Tourism,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Agree,4,3,4,3,4,4,3,4,4,4,3,4,3,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,,3.6,3.8,3.4,3.2,3.8,3.0,3.5,3.4444444444444446,Moderate Support
Male,Married,Bangladeshi / Bangladesh ,Master's Degree,Less than 1 year,Healthcare,4 years and above,"Senior/Middle Management (Supervisor, Manager)","Below $2,000",Neutral,3,3,4,4,3,3,4,4,4,4,3,3,3,2,3,3,2,3,3,4,4,4,4,4,3,2,2,3,3,,3.4,3.8,2.8,3.0,3.8,2.5,3.25,3.2222222222222223,Low Support
Female,Separated,Chinese / China,Master's Degree,1 - 2 years,Education,2 -3 years,"Senior/Middle Management (Supervisor, Manager)","$3,001 - $4,000",Strongly Agree,5,5,5,5,4,4,5,5,5,3,3,4,5,4,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,,4.8,4.4,4.2,5.0,4.6,4.5,4.6,4.555555555555555,High Support
Male,Married,Russia,Master's Degree,Less than 1 year,Others,4 years and above,Executive Level (Top level of Leadership),"Above $5,000",Strongly Agree,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5.0,4.8,4.8,5.0,5.0,5.0,4.9,5.0,High Support
Female,Married,Sri Lankan / Sri Lanka,Bachelor's Degree,Less than 1 year,Business / Finance,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Strongly Agree,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Support
Female,Married,Chinese / China,Master's Degree,1 - 2 years,Business / Finance,2 -3 years,"Workforce (Staff, Member, Worker, Entry-Level)","Above $5,000",Strongly Agree,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5.0,4.8,5.0,5.0,5.0,5.0,4.95,5.0,High Support
Male,Single,Filipino / Philippines,Bachelor's Degree,Less than 1 year,Education,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Strongly Agree,4,3,4,5,5,5,5,4,4,3,3,4,5,4,5,4,4,5,5,3,4,4,4,4,3,3,4,3,4,,4.2,4.2,4.2,4.2,3.8,3.5,4.2,3.6666666666666665,High Support
Female,Married,Filipino / Philippines,Master's Degree,1 - 2 years,Hospitality / Tourism,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Agree,5,4,5,4,4,4,4,5,4,5,5,4,5,5,5,4,3,3,2,5,4,5,4,4,3,3,2,5,4,,4.4,4.4,4.8,3.4,4.0,3.5,4.25,3.7777777777777777,High Support
Male,Married,Sri Lankan / Sri Lanka,Master's Degree,Less than 1 year,Education,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","$3,001 - $4,000",Agree,4,4,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,,4.0,4.0,3.8,4.0,3.8,4.0,3.95,3.888888888888889,Moderate Support
